incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20250805-003837,EXT-74245,Vehicle fire on roadway,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,MODERATE,RESOLVED,SECURITY,RAIN,STA-043,2025-08-05T01:57:34.139696+00:00,2025-08-05T01:57:34.139696+00:00,2025-08-05T02:03:34.139696+00:00,2025-08-05T02:11:34.139696+00:00,2025-08-05T04:55:34.139696+00:00,47.69584630257227,-122.37121278239391,POINT(-122.371213 47.695846),c22zr6u0,6416 Brown Ways,,Barnesmouth,GA,49004,0,0,38866.78,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""DPSNN"",""primary_station"":""STA-043""}"
INC-20251014-003838,EXT-72520,Power line fire hazard,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,MODERATE,RESOLVED,SECURITY,WIND,STA-044,2025-10-14T22:18:35.139696+00:00,2025-10-14T22:24:35.139696+00:00,2025-10-14T22:26:35.139696+00:00,2025-10-14T22:34:35.139696+00:00,2025-10-14T23:47:35.139696+00:00,47.62775889236838,-122.25673322455437,POINT(-122.256733 47.627759),c23ncyr7,66191 Drew Parkways,,East Randallton,AL,27295,0,0,11213.43,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""WVRBPN"",""primary_station"":""STA-044""}"
INC-20251013-003839,EXT-82883,Industrial facility fire,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,LOW,RESOLVED,SECURITY,HEAT,STA-018,2025-10-13T12:38:29.139696+00:00,2025-10-13T12:46:29.139696+00:00,2025-10-13T12:47:29.139696+00:00,2025-10-13T13:05:29.139696+00:00,2025-10-13T15:37:29.139696+00:00,47.53002303260043,-122.30172459553766,POINT(-122.301725 47.530023),c23n2uwd,538 Powell Centers Apt. 299,,East Edwardfurt,UT,20529,1,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""TACO"",""primary_station"":""STA-018""}"
INC-20250909-003840,EXT-42395,Single-family residence fire,"Initial report of structure fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_STRUCTURE,SEVERE,RESOLVED,NEIGHBOR_REPORT,WIND,STA-001,2025-09-09T13:41:33.139696+00:00,2025-09-09T13:42:33.139696+00:00,2025-09-09T13:47:33.139696+00:00,2025-09-09T13:51:33.139696+00:00,2025-09-09T14:19:33.139696+00:00,47.716330914388564,-122.27859872257432,POINT(-122.278599 47.716331),c23p3qrr,966 Moss Pine,,New Carolyn,OH,26563,0,0,411274.8,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""FHQLOU"",""primary_station"":""STA-001""}"
INC-20250425-003841,EXT-57167,Electrical panel fire,"Initial report of electrical fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,HIGH,RESOLVED,911,SNOW,STA-017,2025-04-25T13:49:57.139696+00:00,2025-04-25T13:56:57.139696+00:00,2025-04-25T13:57:57.139696+00:00,2025-04-25T14:06:57.139696+00:00,2025-04-25T14:16:57.139696+00:00,47.54420710903792,-122.48887386559245,POINT(-122.488874 47.544207),c22ykxnm,32733 Steven Place,,South Dennismouth,TN,70117,0,0,13399.43,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""OINMOU"",""primary_station"":""STA-017""}"
INC-20250914-003842,EXT-89965,Manufacturing plant fire,Response to industrial fire alarm activation. Investigation revealed active fire in property owner. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_INDUSTRIAL,CRITICAL,CANCELLED,BUSINESS_OWNER,RAIN,STA-003,2025-09-14T03:16:19.139696+00:00,2025-09-14T03:23:19.139696+00:00,2025-09-14T03:26:19.139696+00:00,2025-09-14T03:35:19.139696+00:00,2025-09-14T06:49:19.139696+00:00,47.68441407674285,-122.30931354601664,POINT(-122.309314 47.684414),c23p2b9j,976 Mcfarland Rapid Apt. 062,,Lake Mark,WI,07832,0,0,491532.93,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""MVUX"",""primary_station"":""STA-003""}"
INC-20250817-003843,EXT-88603,Commercial building fire,Response to structure fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_STRUCTURE,SEVERE,RESOLVED,FIELD_REPORT,HEAT,STA-014,2025-08-17T19:28:46.139696+00:00,2025-08-17T19:30:46.139696+00:00,2025-08-17T19:30:46.139696+00:00,2025-08-17T19:41:46.139696+00:00,2025-08-17T21:49:46.139696+00:00,47.68876225778948,-122.39852275787862,POINT(-122.398523 47.688762),c22zqc2p,064 Delgado Green Suite 609,,Gregoryview,AZ,14709,0,0,168014.11,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""WWTQY"",""primary_station"":""STA-014""}"
INC-20250127-003844,EXT-51566,Vegetation fire spread,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,CRITICAL,RESOLVED,SECURITY,HEAT,STA-042,2025-01-27T12:43:12.139696+00:00,2025-01-27T12:46:12.139696+00:00,2025-01-27T12:49:12.139696+00:00,2025-01-27T13:04:12.139696+00:00,2025-01-27T15:10:12.139696+00:00,47.68545233483199,-122.56268253352337,POINT(-122.562683 47.685452),c22z70be,097 Stewart Fields,,Port Daniel,PR,73411,0,0,10044.43,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""HBKJD"",""primary_station"":""STA-042""}"
INC-20250816-003845,EXT-72243,Power line fire hazard,Response to electrical fire alarm activation. Investigation revealed active fire in property owner. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_ELECTRICAL,HIGH,RESOLVED,BUSINESS_OWNER,RAIN,STA-014,2025-08-16T19:31:30.139696+00:00,2025-08-16T19:34:30.139696+00:00,2025-08-16T19:38:30.139696+00:00,2025-08-16T19:50:30.139696+00:00,2025-08-16T20:04:30.139696+00:00,47.68391302932305,-122.42088034334346,POINT(-122.420880 47.683913),c22zq0xf,2397 Samantha Run Apt. 150,,Gregoryview,AZ,14709,0,0,207292.29,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""MXAP"",""primary_station"":""STA-014""}"
INC-20250822-003846,EXT-67533,Electrical equipment fire,Response to electrical fire alarm activation. Investigation revealed active fire in security system. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_ELECTRICAL,LOW,RESOLVED,SECURITY,RAIN,STA-035,2025-08-22T00:59:22.139696+00:00,2025-08-22T01:03:22.139696+00:00,2025-08-22T01:08:22.139696+00:00,2025-08-22T01:11:22.139696+00:00,2025-08-22T04:07:22.139696+00:00,47.632001951224446,-122.30061228175352,POINT(-122.300612 47.632002),c23nbzpk,44011 Emily Islands Apt. 796,,West Kristinaton,OR,48324,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""EXBHPI"",""primary_station"":""STA-035""}"
INC-20230805-003847,EXT-17880,Forest fire perimeter control,Response to wildland fire alarm activation. Investigation revealed active fire in neighbor report. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_WILDLAND,SEVERE,RESOLVED,NEIGHBOR_REPORT,RAIN,STA-026,2023-08-05T02:23:29.139696+00:00,2023-08-05T02:25:29.139696+00:00,2023-08-05T02:25:29.139696+00:00,2023-08-05T02:34:29.139696+00:00,2023-08-05T04:20:29.139696+00:00,47.59035292748826,-122.37280698949625,POINT(-122.372807 47.590353),c22yxrdc,33780 Jose Stravenue Suite 550,,East Johnside,CA,21018,0,0,344269.99,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""INRDRI"",""primary_station"":""STA-026""}"
INC-20250127-003848,EXT-46648,Forest fire perimeter control,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,MODERATE,RESOLVED,FIELD_REPORT,HEAT,STA-012,2025-01-27T18:54:57.139696+00:00,2025-01-27T18:57:57.139696+00:00,2025-01-27T18:59:57.139696+00:00,2025-01-27T19:07:57.139696+00:00,2025-01-27T21:43:57.139696+00:00,47.623892915270844,-122.27624043420828,POINT(-122.276240 47.623893),c23nct9j,0325 Rodriguez Green Apt. 575,,North Cynthiaview,AZ,00965,1,0,27383.32,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""OEKQUS"",""primary_station"":""STA-012""}"
INC-20250504-003849,EXT-31280,Industrial facility fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,HIGH,RESOLVED,FIELD_REPORT,RAIN,STA-039,2025-05-04T22:00:56.139696+00:00,2025-05-04T22:07:56.139696+00:00,2025-05-04T22:12:56.139696+00:00,2025-05-04T22:27:56.139696+00:00,2025-05-04T23:27:56.139696+00:00,47.63417734543346,-122.31033444168258,POINT(-122.310334 47.634177),c23nbz83,511 Clark Lakes,,Lake Robert,DE,98236,0,0,238275.76,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""UKPP"",""primary_station"":""STA-039""}"
INC-20250116-003850,EXT-75741,Multi-unit dwelling fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,LOW,RESOLVED,FIRE_ALARM,RAIN,STA-019,2025-01-16T20:04:49.139696+00:00,2025-01-16T20:13:49.139696+00:00,2025-01-16T20:14:49.139696+00:00,2025-01-16T20:27:49.139696+00:00,2025-01-16T22:16:49.139696+00:00,47.668639271664816,-122.48768005001966,POINT(-122.487680 47.668639),c22zhtz1,6594 Mark Parkways,,Elizabethfurt,VA,22133,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""VHMH"",""primary_station"":""STA-019""}"
INC-20250729-003851,EXT-02271,Multiple vehicle fire,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,LOW,RESOLVED,FIRE_ALARM,RAIN,STA-034,2025-07-29T08:12:25.139696+00:00,2025-07-29T08:14:25.139696+00:00,2025-07-29T08:16:25.139696+00:00,2025-07-29T08:27:25.139696+00:00,2025-07-29T08:42:25.139696+00:00,47.63986028878498,-122.60285507617739,POINT(-122.602855 47.639860),c22z40e6,6093 Shawn Gateway Apt. 864,,South Melissa,CT,31592,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""BXJDH"",""primary_station"":""STA-034""}"
INC-20250731-003852,EXT-91331,Commercial building fire,Response to structure fire alarm activation. Investigation revealed active fire in security system. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_STRUCTURE,MODERATE,CANCELLED,SECURITY,CLEAR,STA-044,2025-07-31T04:01:04.139696+00:00,2025-07-31T04:03:04.139696+00:00,2025-07-31T04:04:04.139696+00:00,2025-07-31T04:15:04.139696+00:00,2025-07-31T05:25:04.139696+00:00,47.59917203277611,-122.25963519256842,POINT(-122.259635 47.599172),c23nccjm,45387 Tucker Creek Suite 589,,East Randallton,AL,27295,0,0,42507.29,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""NRSTJO"",""primary_station"":""STA-044""}"
INC-20251012-003853,EXT-96488,Commercial vehicle fire,"Initial report of vehicle fire from security system source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,CRITICAL,RESOLVED,SECURITY,HEAT,STA-006,2025-10-12T21:35:05.139696+00:00,2025-10-12T21:42:05.139696+00:00,2025-10-12T21:45:05.139696+00:00,2025-10-12T21:52:05.139696+00:00,2025-10-13T00:00:05.139696+00:00,47.67235900271929,-122.32661402422936,POINT(-122.326614 47.672359),c23p0qkr,99194 Suzanne Burgs Apt. 450,,East Donna,OH,22144,0,0,397428.33,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""EQUHR"",""primary_station"":""STA-006""}"
INC-20250727-003854,EXT-61449,Vehicle fire on roadway,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,CRITICAL,RESOLVED,BUSINESS_OWNER,RAIN,STA-009,2025-07-27T21:37:53.139696+00:00,2025-07-27T21:38:53.139696+00:00,2025-07-27T21:44:53.139696+00:00,2025-07-27T21:50:53.139696+00:00,2025-07-27T23:01:53.139696+00:00,47.52309295538578,-122.20556895624553,POINT(-122.205569 47.523093),c23n75kd,822 Eric Mountains Suite 544,,Barreraburgh,MS,00783,0,0,188143.79,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""FBEURS"",""primary_station"":""STA-009""}"
INC-20250924-003855,EXT-64719,Commercial vehicle fire,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,MODERATE,RESOLVED,BUSINESS_OWNER,WIND,STA-007,2025-09-24T18:20:39.139696+00:00,2025-09-24T18:23:39.139696+00:00,2025-09-24T18:27:39.139696+00:00,2025-09-24T18:41:39.139696+00:00,2025-09-24T21:50:39.139696+00:00,47.68618238594845,-122.4581574999887,POINT(-122.458157 47.686182),c22zm3h8,28185 Knox Course,,East Carloston,VI,43810,0,0,6438.38,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""WSCBC"",""primary_station"":""STA-007""}"
INC-20250801-003856,EXT-35155,Multiple vehicle fire,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,LOW,RESOLVED,FIRE_ALARM,RAIN,STA-003,2025-08-01T05:51:37.139696+00:00,2025-08-01T05:53:37.139696+00:00,2025-08-01T05:55:37.139696+00:00,2025-08-01T06:00:37.139696+00:00,2025-08-01T09:00:37.139696+00:00,47.70790823490383,-122.29181073059797,POINT(-122.291811 47.707908),c23p3hvy,536 Rojas Way Apt. 379,,Lake Mark,WI,07832,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""FPQX"",""primary_station"":""STA-003""}"
INC-20250812-003857,EXT-46438,Factory fire suppression,Response to industrial fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_INDUSTRIAL,HIGH,RESOLVED,FIRE_ALARM,WIND,STA-043,2025-08-12T13:44:44.139696+00:00,2025-08-12T13:51:44.139696+00:00,2025-08-12T13:57:44.139696+00:00,2025-08-12T14:16:44.139696+00:00,2025-08-12T17:12:44.139696+00:00,47.704368679753216,-122.35678848719583,POINT(-122.356788 47.704369),c22zrsqd,67230 Rebecca Ridge,,Barnesmouth,GA,49004,2,1,441216.62,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""RNVP"",""primary_station"":""STA-043""}"
INC-20250505-003858,EXT-60154,Warehouse fire response,Response to industrial fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_INDUSTRIAL,SEVERE,RESOLVED,FIRE_ALARM,CLEAR,STA-011,2025-05-05T14:48:31.139696+00:00,2025-05-05T14:56:31.139696+00:00,2025-05-05T15:02:31.139696+00:00,2025-05-05T15:19:31.139696+00:00,2025-05-05T16:29:31.139696+00:00,47.609544776738666,-122.42050245416895,POINT(-122.420502 47.609545),c22yy701,2200 Jennings Mountain,,West Justin,NV,71701,0,0,281964.24,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""RAZABD"",""primary_station"":""STA-011""}"
INC-20250901-003859,EXT-08646,Wildland fire suppression,Response to wildland fire alarm activation. Investigation revealed active fire in 911 emergency call. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_WILDLAND,SEVERE,RESOLVED,911,HEAT,STA-014,2025-09-01T20:30:28.139696+00:00,2025-09-01T20:33:28.139696+00:00,2025-09-01T20:37:28.139696+00:00,2025-09-01T20:50:28.139696+00:00,2025-09-01T22:31:28.139696+00:00,47.68938507650283,-122.41832417479235,POINT(-122.418324 47.689385),c22zq39d,2807 Campbell Way Apt. 142,,Gregoryview,AZ,14709,0,0,180315.66,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""ODBRHY"",""primary_station"":""STA-014""}"
INC-20250513-003860,EXT-40545,Multi-unit dwelling fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,MODERATE,RESOLVED,SECURITY,CLEAR,STA-010,2025-05-13T00:33:04.139696+00:00,2025-05-13T00:33:04.139696+00:00,2025-05-13T00:36:04.139696+00:00,2025-05-13T00:40:04.139696+00:00,2025-05-13T02:42:04.139696+00:00,47.47597223664963,-122.35693395508646,POINT(-122.356934 47.475972),c22ypdwr,125 Williams Trace Apt. 538,,Wilsonshire,IA,76381,0,0,2203.18,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""LHEHVG"",""primary_station"":""STA-010""}"
INC-20251006-003861,EXT-98433,Car fire with exposure risk,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,SEVERE,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-012,2025-10-06T03:14:11.139696+00:00,2025-10-06T03:24:11.139696+00:00,2025-10-06T03:29:11.139696+00:00,2025-10-06T03:44:11.139696+00:00,2025-10-06T05:44:11.139696+00:00,47.61332115547682,-122.29834758857679,POINT(-122.298348 47.613321),c23nc59p,04192 Juan Lake,,North Cynthiaview,AZ,00965,0,0,98084.71,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""LWRS"",""primary_station"":""STA-012""}"
INC-20250617-003862,EXT-75022,Chemical storage fire,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,SEVERE,RESOLVED,FIELD_REPORT,SNOW,STA-042,2025-06-17T19:16:54.139696+00:00,2025-06-17T19:26:54.139696+00:00,2025-06-17T19:29:54.139696+00:00,2025-06-17T19:45:54.139696+00:00,2025-06-17T22:40:54.139696+00:00,47.655875811214045,-122.58272409074557,POINT(-122.582724 47.655876),c22z4e3z,924 Williams Village,,Port Daniel,PR,73411,2,1,187810.81,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""JWQXD"",""primary_station"":""STA-042""}"
INC-20251022-003863,EXT-93311,Warehouse fire response,Response to industrial fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_INDUSTRIAL,SEVERE,ON_SCENE,FIELD_REPORT,WIND,STA-017,2025-10-22T00:05:34.139696+00:00,2025-10-22T00:15:34.139696+00:00,2025-10-22T00:18:34.139696+00:00,2025-10-22T00:38:34.139696+00:00,,47.556267439159384,-122.50802079893627,POINT(-122.508021 47.556267),c22ys327,00820 Kelley Burgs,,South Dennismouth,TN,70117,0,0,80334.17,True,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""ZXECJT"",""primary_station"":""STA-017""}"
INC-20230121-003864,EXT-58190,Electrical equipment fire,"Initial report of electrical fire from automatic fire alarm source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,SEVERE,RESOLVED,FIRE_ALARM,SNOW,STA-017,2023-01-21T06:33:00.139696+00:00,2023-01-21T06:40:00.139696+00:00,2023-01-21T06:45:00.139696+00:00,2023-01-21T07:04:00.139696+00:00,2023-01-21T08:46:00.139696+00:00,47.556389842711056,-122.49991768051103,POINT(-122.499918 47.556390),c22ys3qk,4850 Theresa Club,,South Dennismouth,TN,70117,0,0,497895.48,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""CWXF"",""primary_station"":""STA-017""}"
INC-20251015-003865,EXT-40975,Grassland fire response,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,HIGH,DISPATCHED,FIRE_ALARM,RAIN,STA-010,2025-10-15T18:33:07.139696+00:00,2025-10-15T18:34:07.139696+00:00,2025-10-15T18:35:07.139696+00:00,2025-10-15T18:53:07.139696+00:00,,47.513519430819954,-122.34730361798559,POINT(-122.347304 47.513519),c22yrct6,3400 James Brook Suite 884,,Wilsonshire,IA,76381,2,0,170054.89,True,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""MENHL"",""primary_station"":""STA-010""}"
INC-20250829-003866,EXT-97887,Chemical storage fire,"Call received for industrial fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_INDUSTRIAL,CRITICAL,RESOLVED,911,RAIN,STA-019,2025-08-29T09:29:45.139696+00:00,2025-08-29T09:33:45.139696+00:00,2025-08-29T09:36:45.139696+00:00,2025-08-29T09:54:45.139696+00:00,2025-08-29T12:10:45.139696+00:00,47.638332218920844,-122.47600231081246,POINT(-122.476002 47.638332),c22zhbr9,39568 Jermaine Club Apt. 757,,Elizabethfurt,VA,22133,0,0,357817.38,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""LEKHE"",""primary_station"":""STA-019""}"
INC-20250811-003867,EXT-51302,Forest fire perimeter control,"Initial report of wildland fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,HIGH,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-021,2025-08-11T07:23:57.139696+00:00,2025-08-11T07:29:57.139696+00:00,2025-08-11T07:31:57.139696+00:00,2025-08-11T07:34:57.139696+00:00,2025-08-11T10:51:57.139696+00:00,47.66718196460111,-122.37774320213435,POINT(-122.377743 47.667182),c22zpjx1,6649 Austin Island Suite 287,,North Brittany,MP,82714,0,0,402208.33,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""DMHML"",""primary_station"":""STA-021""}"
INC-20250429-003868,EXT-57229,Commercial building fire,Response to structure fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_STRUCTURE,SEVERE,RESOLVED,FIELD_REPORT,WIND,STA-033,2025-04-29T22:10:54.139696+00:00,2025-04-29T22:15:54.139696+00:00,2025-04-29T22:15:54.139696+00:00,2025-04-29T22:18:54.139696+00:00,2025-04-30T00:11:54.139696+00:00,47.64922409604159,-122.18499403187664,POINT(-122.184994 47.649224),c23p5d78,5336 Denise Isle,,Knightburgh,GA,23447,0,0,265946.72,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""USUV"",""primary_station"":""STA-033""}"
INC-20250613-003869,EXT-47922,Commercial vehicle fire,Response to vehicle fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_VEHICLE,MODERATE,RESOLVED,FIRE_ALARM,WIND,STA-021,2025-06-13T20:31:33.139696+00:00,2025-06-13T20:32:33.139696+00:00,2025-06-13T20:37:33.139696+00:00,2025-06-13T20:48:33.139696+00:00,2025-06-13T21:05:33.139696+00:00,47.671676718449824,-122.34304588091413,POINT(-122.343046 47.671677),c23p0n2e,0090 Brian Street,,North Brittany,MP,82714,1,0,38026.82,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""YMBX"",""primary_station"":""STA-021""}"
INC-20250627-003870,EXT-83974,Vegetation fire spread,"Initial report of wildland fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,MODERATE,RESOLVED,911,HEAT,STA-008,2025-06-27T11:44:10.139696+00:00,2025-06-27T11:44:10.139696+00:00,2025-06-27T11:45:10.139696+00:00,2025-06-27T11:59:10.139696+00:00,2025-06-27T13:43:10.139696+00:00,47.62263924579052,-122.29128760175192,POINT(-122.291288 47.622639),c23ncjqj,959 Martinez Park Suite 582,,North Richardmouth,AS,14823,0,0,23642.31,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""BJMN"",""primary_station"":""STA-008""}"
INC-20250901-003871,EXT-90930,Car fire with exposure risk,Response to vehicle fire alarm activation. Investigation revealed active fire in 911 emergency call. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_VEHICLE,LOW,RESOLVED,911,CLEAR,STA-027,2025-09-01T15:21:57.139696+00:00,2025-09-01T15:21:57.139696+00:00,2025-09-01T15:27:57.139696+00:00,2025-09-01T15:35:57.139696+00:00,2025-09-01T17:51:57.139696+00:00,47.58929769235613,-122.39588041260686,POINT(-122.395880 47.589298),c22ywz65,273 Griffin Union Apt. 890,,East Laurashire,PW,38329,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""GLOD"",""primary_station"":""STA-027""}"
INC-20251007-003872,EXT-44208,Brush fire containment,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,CRITICAL,RESOLVED,NEIGHBOR_REPORT,CLEAR,STA-015,2025-10-07T01:36:49.139696+00:00,2025-10-07T01:40:49.139696+00:00,2025-10-07T01:45:49.139696+00:00,2025-10-07T01:55:49.139696+00:00,2025-10-07T03:26:49.139696+00:00,47.614292282735015,-122.33264297659083,POINT(-122.332643 47.614292),c23nb7bj,4403 Miller Vista Apt. 795,,Williamchester,MD,53244,0,0,98721.83,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""VRIIHY"",""primary_station"":""STA-015""}"
INC-20250928-003873,EXT-35345,Residential structure fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,HIGH,RESOLVED,FIELD_REPORT,SNOW,STA-013,2025-09-28T09:53:59.139696+00:00,2025-09-28T10:02:59.139696+00:00,2025-09-28T10:02:59.139696+00:00,2025-09-28T10:08:59.139696+00:00,2025-09-28T10:23:59.139696+00:00,47.511616986298506,-122.5025369888839,POINT(-122.502537 47.511617),c22yk3hr,66579 Todd Place,,Johnsonmouth,WY,54465,0,0,475648.38,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""BPLQ"",""primary_station"":""STA-013""}"
